workerIdAnon,randCondNum,valid,dem_gender,dem_language,iwould_large,iexpectother_large,predicted_C_proport,total_time,emotion_order,val_notrecognized,val_recognized,val_familiar,val_trainingvideo,val_emomatch_contemptuous,val_expressionmatch_joyful,payoff_comprehension_CD12_p1,payoff_comprehension_CD12_p2,payoff_comprehension_DD42_p1,payoff_comprehension_CC42_p1
c8718d07cb37d3622073dfb5ab2cb7d23ea69f60aad4418e1aa2de14,set69,0,other,American English,split,notsure,62,2023.079,"['Surprised', 'Embarrassed', 'Grateful', 'Furious', 'Impressed', 'Joyful', 'Contemptuous', 'Disgusted', 'Jealous', 'Disappointed', 'Guilty', 'Hopeful', 'Relieved', 'Excited', 'Proud', 'Apprehensive', 'Annoyed', 'Devastated', 'Content', 'Terrified']",0,"I did not recognize particular videos, but I feel that I may have seen this show many years ago a few times at least.","Yes, I knew the meaning of all the emotion labels.",7510,disdainful,AF25HAS,0,12000,0,21000
faf60eb29a478818a231f6aeece404d6a188b8e770a58e09722e4199,set48,1,female,English,split,split,27,1047.003,"['Surprised', 'Joyful', 'Furious', 'Hopeful', 'Impressed', 'Grateful', 'Guilty', 'Content', 'Disgusted', 'Contemptuous', 'Jealous', 'Embarrassed', 'Disappointed', 'Excited', 'Terrified', 'Apprehensive', 'Devastated', 'Annoyed', 'Proud', 'Relieved']",1,no,I knew them all,7510,disdainful,AF25HAS,0,12000,0,21000
b03a6c6e44da00efa7fc5ddbb6b84c5e1cf3c201931e1b97bedcccbe,set2,1,female,English,notsure,notsure,70,1676.954,"['Disgusted', 'Hopeful', 'Embarrassed', 'Joyful', 'Apprehensive', 'Contemptuous', 'Devastated', 'Content', 'Impressed', 'Excited', 'Terrified', 'Guilty', 'Annoyed', 'Furious', 'Disappointed', 'Grateful', 'Relieved', 'Jealous', 'Proud', 'Surprised']",1,No,I knew the meaning.,7510,disdainful,AF25HAS,0,12000,0,21000
6d7bbedb18fc2ebc88cad8983d5fb338a2b2d6c9f40ca7a21bcb1515,set79,1,male,eng,notsure,steal,21,893.002,"['Hopeful', 'Content', 'Relieved', 'Terrified', 'Joyful', 'Embarrassed', 'Grateful', 'Annoyed', 'Disappointed', 'Guilty', 'Disgusted', 'Apprehensive', 'Impressed', 'Excited', 'Proud', 'Devastated', 'Jealous', 'Contemptuous', 'Furious', 'Surprised']",1,no,i knew them all,7510,disdainful,AF25HAS,6000,12000,42000,21000
ccb3f35b4a8dee9aeba82421173128d62a9ce98f955c90e4c7eb30f1,set105,1,male,English,split,notsure,77,892.371,"['Embarrassed', 'Annoyed', 'Devastated', 'Contemptuous', 'Terrified', 'Disgusted', 'Furious', 'Relieved', 'Apprehensive', 'Joyful', 'Guilty', 'Disappointed', 'Jealous', 'Content', 'Proud', 'Excited', 'Impressed', 'Hopeful', 'Surprised', 'Grateful']",1,No,Yes I did. I am familiar with all the words.,7510,disdainful,AF25HAS,0,12000,0,21000
eb9facc968ba584ebd351cf0f0f50a47042665a40c833714fdc408f3,set102,1,male,English,split,notsure,66,1276.576,"['Embarrassed', 'Hopeful', 'Apprehensive', 'Grateful', 'Disgusted', 'Impressed', 'Guilty', 'Terrified', 'Surprised', 'Furious', 'Contemptuous', 'Proud', 'Jealous', 'Joyful', 'Excited', 'Relieved', 'Annoyed', 'Disappointed', 'Devastated', 'Content']",1,No,Contemptuous,7510,disdainful,AF25HAS,0,12000,0,21000
fc5341e9b6cdc1421aca9adc9a4908b1698f1c883ae815cdb6f2648f,set109,1,female,English,notsure,split,16,1671.637,"['Contemptuous', 'Jealous', 'Disappointed', 'Disgusted', 'Surprised', 'Excited', 'Embarrassed', 'Joyful', 'Terrified', 'Relieved', 'Guilty', 'Annoyed', 'Apprehensive', 'Proud', 'Content', 'Impressed', 'Furious', 'Devastated', 'Grateful', 'Hopeful']",1,No,Contemptuous I was not too sure of. ,7510,disdainful,AF25HAS,0,12000,0,21000
511c1281324e0879943b9cca11693a830ed7870cfc16de9039f5eb4d,set105,1,male,English,steal,steal,68,631.437,"['Terrified', 'Disgusted', 'Annoyed', 'Surprised', 'Content', 'Relieved', 'Furious', 'Apprehensive', 'Proud', 'Excited', 'Contemptuous', 'Grateful', 'Embarrassed', 'Jealous', 'Guilty', 'Hopeful', 'Disappointed', 'Joyful', 'Devastated', 'Impressed']",1,None,I was familiar with them all.,7510,disdainful,AF25HAS,0,12000,0,21000
5b95277e519da57cc855c7763e4485129923dcc7c44595a1fa02708f,set124,1,male,English,steal,notsure,60,1833.711,"['Impressed', 'Hopeful', 'Joyful', 'Excited', 'Surprised', 'Grateful', 'Embarrassed', 'Devastated', 'Terrified', 'Apprehensive', 'Content', 'Guilty', 'Annoyed', 'Disgusted', 'Jealous', 'Disappointed', 'Furious', 'Relieved', 'Proud', 'Contemptuous']",1,No.,"Yes, they are all quite familiar.",7510,disdainful,AF25HAS,0,12000,0,21000
6d0ab8fc4aa5b13e9e200d9994f723fdc1828c7b8c3f20503175ebe4,set111,1,female,English,split,notsure,30,1428.096,"['Impressed', 'Hopeful', 'Joyful', 'Jealous', 'Annoyed', 'Surprised', 'Apprehensive', 'Devastated', 'Disappointed', 'Guilty', 'Terrified', 'Embarrassed', 'Content', 'Proud', 'Contemptuous', 'Grateful', 'Excited', 'Disgusted', 'Furious', 'Relieved']",1,no,I knew all of the emotions and there meanings,7510,disdainful,AF25HAS,0,12000,0,21000
e110a63127db62de81d781e18464580127e9ca07df78b7ebe453b52f,set66,1,female,english,split,split,37,942.537,"['Disappointed', 'Apprehensive', 'Proud', 'Excited', 'Hopeful', 'Annoyed', 'Furious', 'Guilty', 'Embarrassed', 'Relieved', 'Impressed', 'Contemptuous', 'Content', 'Jealous', 'Devastated', 'Grateful', 'Joyful', 'Disgusted', 'Surprised', 'Terrified']",1,no,yes,7510,disdainful,AF25HAS,0,12000,0,0
7f62a01fb4bccc68aec7df803c3d81be00b364924353fdfc6ce2f59b,set64,1,female,English,split,steal,61,2498.577,"['Surprised', 'Impressed', 'Excited', 'Devastated', 'Proud', 'Apprehensive', 'Relieved', 'Contemptuous', 'Grateful', 'Hopeful', 'Embarrassed', 'Jealous', 'Disappointed', 'Annoyed', 'Furious', 'Content', 'Terrified', 'Disgusted', 'Joyful', 'Guilty']",1,none,I know some,7510,disdainful,AF25HAS,6000,0,0,21000
b9b1374618bbb7bcfa1123f4795c4054a51220ff23c9138d46d39ac3,set112,1,male,English,split,split,35,2327.877,"['Content', 'Embarrassed', 'Contemptuous', 'Surprised', 'Disappointed', 'Terrified', 'Relieved', 'Annoyed', 'Excited', 'Disgusted', 'Furious', 'Proud', 'Impressed', 'Devastated', 'Apprehensive', 'Hopeful', 'Joyful', 'Guilty', 'Grateful', 'Jealous']",1,NO,I knew the meaning and everything was familiar,7510,disdainful,AF25HAS,0,12000,0,21000
e276bc19c7bcd67fee47469afb941d4c85da7c471e8513d130eee7af,set115,0,female,English,notsure,steal,75,1560.123,"['Annoyed', 'Guilty', 'Apprehensive', 'Terrified', 'Impressed', 'Surprised', 'Devastated', 'Jealous', 'Excited', 'Embarrassed', 'Content', 'Furious', 'Relieved', 'Contemptuous', 'Proud', 'Joyful', 'Disappointed', 'Disgusted', 'Grateful', 'Hopeful']",0,"I've seen the game, but didn't see these particular episodes. From Youtube.","I was unfamiliar with the emotions Apprehensive and Contemptuous, so I didn't know how to answer those.",7510,disdainful,AF25HAS,0,12000,0,21000
72a3f2df50999c80f41651cd200e2ed08cf508e824cceeb6b9749488,set12,1,female,English,notsure,notsure,38,2418.262,"['Annoyed', 'Contemptuous', 'Joyful', 'Disappointed', 'Content', 'Guilty', 'Disgusted', 'Proud', 'Grateful', 'Surprised', 'Apprehensive', 'Furious', 'Jealous', 'Excited', 'Relieved', 'Devastated', 'Embarrassed', 'Terrified', 'Impressed', 'Hopeful']",1,no,yes,7510,disdainful,AF25HAS,6000,6000,0,21000
21cfb7ebee5827bd68039170436ef659783f23afa554b3f6f44f5e9e,set68,1,female,English,notsure,steal,74,3279.612,"['Disgusted', 'Annoyed', 'Devastated', 'Furious', 'Embarrassed', 'Proud', 'Guilty', 'Hopeful', 'Terrified', 'Jealous', 'Joyful', 'Contemptuous', 'Impressed', 'Grateful', 'Disappointed', 'Content', 'Surprised', 'Apprehensive', 'Relieved', 'Excited']",1,"no, I do not recognize any of them",I understand all of the emotions listed. I am a college graduate. ,7510,disdainful,AF25HAS,0,12000,0,21000
9eb5b1ab5202353580f1da5f48f38a7065b935d1fd56589b30416a50,set92,1,male,English,split,split,24,1437.901,"['Grateful', 'Embarrassed', 'Guilty', 'Devastated', 'Impressed', 'Terrified', 'Surprised', 'Joyful', 'Annoyed', 'Disappointed', 'Contemptuous', 'Proud', 'Content', 'Jealous', 'Disgusted', 'Hopeful', 'Furious', 'Apprehensive', 'Relieved', 'Excited']",1,no,yes,7510,disdainful,AF25HAS,6000,6000,0,21000
d7c7092a3e4cb50ca09e836c4664f462da3b2789ed56ba9b7a39f5db,set63,1,male,,split,notsure,50,1554.918,"['Surprised', 'Furious', 'Disgusted', 'Guilty', 'Embarrassed', 'Excited', 'Proud', 'Relieved', 'Content', 'Terrified', 'Devastated', 'Grateful', 'Disappointed', 'Apprehensive', 'Joyful', 'Impressed', 'Hopeful', 'Contemptuous', 'Jealous', 'Annoyed']",1,,,7510,disdainful,AF25HAS,6000,6000,42000,21000
2f0be1734f09c4dfb126edd1ac9260c4c33c2eeffaa53cf4315248dd,set115,1,male,English,notsure,notsure,34,1253.179,"['Content', 'Joyful', 'Contemptuous', 'Surprised', 'Terrified', 'Disappointed', 'Guilty', 'Relieved', 'Jealous', 'Proud', 'Impressed', 'Annoyed', 'Devastated', 'Furious', 'Disgusted', 'Hopeful', 'Excited', 'Apprehensive', 'Embarrassed', 'Grateful']",1,n/a,Yes.,7510,disdainful,AF25HAS,0,12000,0,21000
603940a7d3377551ed477d5b997dbc08a45b83550795c1d139824bc1,set93,1,female,English,split,notsure,35,1836.766,"['Devastated', 'Joyful', 'Guilty', 'Hopeful', 'Terrified', 'Proud', 'Disgusted', 'Apprehensive', 'Content', 'Disappointed', 'Grateful', 'Excited', 'Contemptuous', 'Jealous', 'Surprised', 'Impressed', 'Annoyed', 'Embarrassed', 'Furious', 'Relieved']",1,I didn't recognize any of the videos or images. ,I knew what all the meanings were of the emotion labels. ,7510,disdainful,AF25HAS,0,12000,0,21000
13d6d0f095ecde1bb6365633b3de93edbc3b2fa76a81a03847a991e5,set124,1,male,English,split,split,32,1172.589,"['Surprised', 'Disappointed', 'Proud', 'Relieved', 'Impressed', 'Joyful', 'Jealous', 'Hopeful', 'Content', 'Contemptuous', 'Excited', 'Furious', 'Devastated', 'Guilty', 'Terrified', 'Embarrassed', 'Annoyed', 'Grateful', 'Apprehensive', 'Disgusted']",1,no,I was familiar with all of the labels.,7510,disdainful,AF25HAS,0,12000,0,21000
0d0a7fbfba8019c6a4ee65512488b6def966a37f8a148a73ae006360,set20,1,male,english,split,split,34,1323.612,"['Hopeful', 'Joyful', 'Excited', 'Relieved', 'Devastated', 'Terrified', 'Disgusted', 'Jealous', 'Contemptuous', 'Content', 'Grateful', 'Annoyed', 'Furious', 'Impressed', 'Apprehensive', 'Surprised', 'Embarrassed', 'Guilty', 'Disappointed', 'Proud']",1,no,yes,7510,disdainful,AF25HAS,0,6000,0,21000
9e5aa0ac637cc0e864e801de140d99614bb4c016a24d9372d779ad1e,set83,1,,english,split,split,34,1641.443,"['Hopeful', 'Terrified', 'Embarrassed', 'Joyful', 'Surprised', 'Grateful', 'Jealous', 'Disgusted', 'Annoyed', 'Disappointed', 'Excited', 'Guilty', 'Content', 'Relieved', 'Apprehensive', 'Proud', 'Impressed', 'Contemptuous', 'Devastated', 'Furious']",1,no,no,7510,disdainful,AF25HAS,0,12000,42000,0
cc76e4513358ce7cfdce24115d2c9856441dd9ef6b49e8d2b5576c3e,set100,1,male,English,notsure,steal,77,1256.165,"['Annoyed', 'Terrified', 'Grateful', 'Impressed', 'Embarrassed', 'Guilty', 'Disappointed', 'Surprised', 'Apprehensive', 'Excited', 'Furious', 'Disgusted', 'Proud', 'Hopeful', 'Relieved', 'Devastated', 'Joyful', 'Content', 'Contemptuous', 'Jealous']",1,No,"Contemptuous was sort of vague, although I had a general idea of what it meant. ",7510,disdainful,AF25HAS,0,12000,0,21000
53e7b50715a8d8876d90e306c36a414a8c4034881bb2f5013b2dcdf0,set25,1,male,English,notsure,notsure,55,2103.537,"['Annoyed', 'Surprised', 'Relieved', 'Disgusted', 'Proud', 'Hopeful', 'Excited', 'Jealous', 'Terrified', 'Joyful', 'Content', 'Contemptuous', 'Furious', 'Guilty', 'Grateful', 'Disappointed', 'Apprehensive', 'Embarrassed', 'Impressed', 'Devastated']",1,No.,"Yes, I knew all of them.",7510,disdainful,AF25HAS,0,12000,0,0
f4c7418e1ad16a80e56872e49c9663dfba468ea0c29fafd95dfb98e9,set92,1,female,English,notsure,steal,84,1586.725,"['Joyful', 'Impressed', 'Disgusted', 'Annoyed', 'Hopeful', 'Grateful', 'Furious', 'Jealous', 'Surprised', 'Embarrassed', 'Guilty', 'Devastated', 'Disappointed', 'Contemptuous', 'Proud', 'Excited', 'Content', 'Terrified', 'Apprehensive', 'Relieved']",1,no,knew them all.,7510,disdainful,AF25HAS,6000,6000,42000,21000
dc07ff72fecf40a01e17ce11a7728a7ce61e9ee7910ba8cd6bdb207f,set95,1,female,english,split,split,24,1046.432,"['Grateful', 'Disgusted', 'Jealous', 'Apprehensive', 'Contemptuous', 'Hopeful', 'Proud', 'Joyful', 'Relieved', 'Excited', 'Impressed', 'Disappointed', 'Embarrassed', 'Furious', 'Content', 'Surprised', 'Guilty', 'Devastated', 'Annoyed', 'Terrified']",1,No.,Yes I am familiar with all of them.,7510,disdainful,AF25HAS,0,12000,0,21000
5af6598133c9de1dd049dd5c4481dfbd6cc699e0494add7fd6e92a98,set77,1,male,English,split,notsure,45,1528.529,"['Surprised', 'Disgusted', 'Jealous', 'Furious', 'Relieved', 'Proud', 'Devastated', 'Terrified', 'Hopeful', 'Apprehensive', 'Content', 'Guilty', 'Joyful', 'Annoyed', 'Impressed', 'Disappointed', 'Contemptuous', 'Excited', 'Embarrassed', 'Grateful']",1,None,I am familiar with all of them.,7510,disdainful,AF25HAS,0,12000,0,21000
3648cf0de290a2c874895fe48face1c9b95c539ac621197ddc5f82ea,set114,1,male,english,split,split,30,1015.191,"['Excited', 'Content', 'Proud', 'Surprised', 'Relieved', 'Furious', 'Grateful', 'Devastated', 'Embarrassed', 'Disappointed', 'Joyful', 'Annoyed', 'Disgusted', 'Jealous', 'Hopeful', 'Terrified', 'Impressed', 'Guilty', 'Contemptuous', 'Apprehensive']",1,no,yes,7510,disdainful,AF25HAS,0,12000,0,21000
98b8500f12307af76568cf7956348e754081189cc3314bf5b90320b3,set118,1,male,English,split,split,35,1116.894,"['Jealous', 'Embarrassed', 'Excited', 'Surprised', 'Devastated', 'Apprehensive', 'Hopeful', 'Disappointed', 'Impressed', 'Content', 'Proud', 'Contemptuous', 'Disgusted', 'Annoyed', 'Joyful', 'Terrified', 'Guilty', 'Grateful', 'Relieved', 'Furious']",1,,Yes I knew the meanings of the emotion labels,7510,disdainful,AF25HAS,0,12000,0,0
700a04ba5b3ca97a5a1e9c77bf538b73b65ba0a3263c809d96e45937,set116,0,female,English,split,split,37,1148.398,"['Impressed', 'Furious', 'Proud', 'Annoyed', 'Guilty', 'Hopeful', 'Disappointed', 'Embarrassed', 'Joyful', 'Content', 'Disgusted', 'Terrified', 'Surprised', 'Jealous', 'Apprehensive', 'Grateful', 'Contemptuous', 'Excited', 'Relieved', 'Devastated']",1,No,Yes,7510,envious,AF25HAS,6000,0,0,21000
2c0d1548c7328cfea6d19c46d66ad43d06dcc0371ecd9f5548dac6d1,set98,1,female,English,split,notsure,48,1128.51,"['Joyful', 'Proud', 'Terrified', 'Hopeful', 'Excited', 'Annoyed', 'Relieved', 'Guilty', 'Contemptuous', 'Embarrassed', 'Furious', 'Surprised', 'Jealous', 'Disappointed', 'Disgusted', 'Apprehensive', 'Impressed', 'Devastated', 'Content', 'Grateful']",1,No,Yes,7510,disdainful,AF25HAS,0,12000,0,21000
a2cbbbdbb4505f81d0700f1a792e750971499846053bb0c2da754573,set103,1,male,English,steal,split,25,1081.939,"['Content', 'Relieved', 'Guilty', 'Proud', 'Disappointed', 'Devastated', 'Embarrassed', 'Joyful', 'Surprised', 'Annoyed', 'Disgusted', 'Contemptuous', 'Impressed', 'Excited', 'Grateful', 'Hopeful', 'Terrified', 'Furious', 'Apprehensive', 'Jealous']",1,No,"Yes, I knew all of the meanings.",7510,disdainful,AF25HAS,0,12000,0,21000
1e16c7d0ea4ef8a94c648e28783182b25c931e46924f3a7dbf814359,set131,1,female,English,split,notsure,20,1272.635,"['Terrified', 'Apprehensive', 'Hopeful', 'Grateful', 'Joyful', 'Impressed', 'Disgusted', 'Annoyed', 'Jealous', 'Relieved', 'Excited', 'Guilty', 'Contemptuous', 'Devastated', 'Disappointed', 'Furious', 'Content', 'Embarrassed', 'Proud', 'Surprised']",1,no,yes I knew the meaning ,7510,disdainful,AF25HAS,6000,12000,42000,21000
da023735693c5f2c286d2088c53948d729308f7b4f560acda9a7db73,set22,1,female,,steal,notsure,45,1228.79,"['Hopeful', 'Contemptuous', 'Disgusted', 'Embarrassed', 'Disappointed', 'Apprehensive', 'Jealous', 'Furious', 'Devastated', 'Impressed', 'Guilty', 'Content', 'Grateful', 'Excited', 'Joyful', 'Surprised', 'Annoyed', 'Proud', 'Terrified', 'Relieved']",1,none,yes,7510,disdainful,AF25HAS,0,12000,0,21000
c582ac88e737347c961cbdfbad21af8afb2f932791f7ab4fcd556915,set65,1,male,English,notsure,notsure,60,1107.236,"['Relieved', 'Disappointed', 'Impressed', 'Annoyed', 'Furious', 'Jealous', 'Terrified', 'Grateful', 'Embarrassed', 'Excited', 'Apprehensive', 'Hopeful', 'Surprised', 'Guilty', 'Content', 'Proud', 'Devastated', 'Disgusted', 'Contemptuous', 'Joyful']",1,I didn't recognize any of the videos.,Yes.,7510,disdainful,AF25HAS,0,12000,0,0
